"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","point",NA,134
2021-05-10,"2 wk ahead inc death",2021-05-22,"GM01","Baden-Wurttemberg","point",NA,130
2021-05-10,"3 wk ahead inc death",2021-05-29,"GM01","Baden-Wurttemberg","point",NA,128
2021-05-10,"4 wk ahead inc death",2021-06-05,"GM01","Baden-Wurttemberg","point",NA,125
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.01,61
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.025,72
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.05,81
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.1,93
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.15,101
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.2,107
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.25,112
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.3,117
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.35,122
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.4,126
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.45,130
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.5,134
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.55,138
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.6,142
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.65,146
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.7,150
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.75,155
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.8,160
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.85,166
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.9,174
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.95,185
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.975,195
2021-05-10,"1 wk ahead inc death",2021-05-15,"GM01","Baden-Wurttemberg","quantile",0.99,205
2021-05-10,"2 wk ahead inc death",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.01,57
2021-05-10,"2 wk ahead inc death",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.025,69
2021-05-10,"2 wk ahead inc death",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.05,79
2021-05-10,"2 wk ahead inc death",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.1,91
2021-05-10,"2 wk ahead inc death",2021-05-22,"GM01","Baden-Wurttemberg","quantile",0.15,98
